ISBN,Book-Title,Book-Author,Publisher,Genre,combined_features
881848808,The Horror Hall of Fame,Robert Silverberg,Carroll &amp; Graf Publishers,,The Horror Hall of Fame Robert Silverberg Carroll &amp; Graf Publishers 
316605425,Cirque du Freak: Vampire Mountain,Darren Shan,"Little, Brown",,"Cirque du Freak: Vampire Mountain Darren Shan Little, Brown "
1564586626,DK Pockets: Dinosaurs,Neil Clark,Treasure Chest Books,,DK Pockets: Dinosaurs Neil Clark Treasure Chest Books 
1575050714,"Roller Coasters: Or I Had So Much Fun, I Almost Puked (Carolrhoda Photo Books (Hardcover))",Nick Cook,Carolrhoda Books,,"Roller Coasters: Or I Had So Much Fun, I Almost Puked (Carolrhoda Photo Books (Hardcover)) Nick Cook Carolrhoda Books "
689808526,The Teddy Bear Under the Bed (Real Monsters),Molly Wigand,Simon Spotlight/Nickelodeon,,The Teddy Bear Under the Bed (Real Monsters) Molly Wigand Simon Spotlight/Nickelodeon 
684872935,Just Say No! : A Novel,Omar Tyree,Simon &amp; Schuster,,Just Say No! : A Novel Omar Tyree Simon &amp; Schuster 
590569244,Catch Flies! (Leftovers),Tristan Howard,Scholastic Paperbacks,,Catch Flies! (Leftovers) Tristan Howard Scholastic Paperbacks 
590421158,"Honey, I Shrunk the Kids (Reading Level 6, Ages 12-Up)",Elizabeth Faucher,Scholastic Paperbacks,,"Honey, I Shrunk the Kids (Reading Level 6, Ages 12-Up) Elizabeth Faucher Scholastic Paperbacks "
451402219,Five Against the Sea,Ron Arias,New Amer Library (Mm),,Five Against the Sea Ron Arias New Amer Library (Mm) 
671870858,"Line of Fire (Star Trek: The Next Generation - Starfleet Academy, Book 2)",Peter David,Aladdin,,"Line of Fire (Star Trek: The Next Generation - Starfleet Academy, Book 2) Peter David Aladdin "
1570643059,"Moby Dog (Adventures of Wishbone , No. 10)",Alexander Steele,Big Red Chair Books,,"Moby Dog (Adventures of Wishbone , No. 10) Alexander Steele Big Red Chair Books "
155166156X,For All My Tomorrows,Debbie Macomber,Mira,,For All My Tomorrows Debbie Macomber Mira 
373037627,"Baby Chase (Harlequin Romance, 3762)",Hannah Bernard,Harlequin,,"Baby Chase (Harlequin Romance, 3762) Hannah Bernard Harlequin "
373832796,Jo  (Calloway Corners) (Calloway Corners),Bettany Hughes,Harlequin,,Jo  (Calloway Corners) (Calloway Corners) Bettany Hughes Harlequin 
446314137,Death of Expert Witness,P. D. James,Warner Books,,Death of Expert Witness P. D. James Warner Books 
872168301,Stepping,Nancy Thayer,Berkley Pub Group,,Stepping Nancy Thayer Berkley Pub Group 
671795899,Lonesome Dove,Larry McMurtry,Pocket,,Lonesome Dove Larry McMurtry Pocket 
042512343X,Poodle Springs,Raymond Chandler,Berkley Publishing Group,,Poodle Springs Raymond Chandler Berkley Publishing Group 
440212189,Maximum Bob,Elmore Leonard,Dell,,Maximum Bob Elmore Leonard Dell 
375714596,Einstein for Beginners,Joseph Schwartz,Pantheon Books,,Einstein for Beginners Joseph Schwartz Pantheon Books 
743457935,Late Bloomer,Fern Michaels,Pocket Star,,Late Bloomer Fern Michaels Pocket Star 
312928270,The Brides,Gila Berkowitz,St Martins Pr (Mm),,The Brides Gila Berkowitz St Martins Pr (Mm) 
425081710,Third Deadly Sin,Lawrence Sanders,Berkley Publishing Group,,Third Deadly Sin Lawrence Sanders Berkley Publishing Group 
553229133,Harlequin,Morris West,Bantam Books,,Harlequin Morris West Bantam Books 
671530291,GOING HOME,Nocholasa Mohr,Pocket,,GOING HOME Nocholasa Mohr Pocket 
446321095,Ancient Evenings,Norman Mailer,Warner Books> C/o Little Br,,Ancient Evenings Norman Mailer Warner Books> C/o Little Br 
812507703,Camelot Caper,Elizabeth Peters,St Martins Press,,Camelot Caper Elizabeth Peters St Martins Press 
671019406,9 Scorpions,Paul Levine,Pocket,,9 Scorpions Paul Levine Pocket 
515100412,Triplets,Mollie Gregory,Jove Books,,Triplets Mollie Gregory Jove Books 
553259172,Mistral's Daughter,JUDITH KRANTZ,Bantam,,Mistral's Daughter JUDITH KRANTZ Bantam 
440114977,The Court of the Flowering Peach,Janette Radcliffe,Dell Publishing,,The Court of the Flowering Peach Janette Radcliffe Dell Publishing 
425116018,The Last Princess,Cynthia Freeman,Berkley Publishing Group,,The Last Princess Cynthia Freeman Berkley Publishing Group 
671725505,CHILD OF AWE : CHILD OF AWE,Nancy Davis,Pocket,,CHILD OF AWE : CHILD OF AWE Nancy Davis Pocket 
373832818,Eden (Calloway Corners) (Calloway Corners),Penny Richards,Harlequin,,Eden (Calloway Corners) (Calloway Corners) Penny Richards Harlequin 
307234568,"Stage Fright (Stewart, Melanie. Generation Girl, #7.)",Melanie Stewart,Golden Books,,"Stage Fright (Stewart, Melanie. Generation Girl, #7.) Melanie Stewart Golden Books "
812583418,Angel Fire,Andrew M. Greeley,Tor Books,,Angel Fire Andrew M. Greeley Tor Books 
373241356,"White Wolf (That Special Woman!/) (Harlequin Special Edition, No 1135)",Lindsay McKenna,Silhouette,,"White Wolf (That Special Woman!/) (Harlequin Special Edition, No 1135) Lindsay McKenna Silhouette "
037309826X,"Lonely Knight (Silhouette Special Edition, No 826)",Michael Flynn,Silhouette,,"Lonely Knight (Silhouette Special Edition, No 826) Michael Flynn Silhouette "
590419854,The Baby Sitters Club #01: Kristy's Great Idea (Baby-Sitters Club (Paperback)),Ann Matthews Martin,Scholastic,,The Baby Sitters Club #01: Kristy's Great Idea (Baby-Sitters Club (Paperback)) Ann Matthews Martin Scholastic 
375713298,Hold the Enlightenment,TIM CAHILL,Vintage,,Hold the Enlightenment TIM CAHILL Vintage 
440745454,HOW TO EAT FRIED WORMS,THOMAS ROCKWELL,Yearling,,HOW TO EAT FRIED WORMS THOMAS ROCKWELL Yearling 
553266187,Brian's Song (Screenplay),William Blinn,Bantam Books,,Brian's Song (Screenplay) William Blinn Bantam Books 
345427521,Gone for Soldiers : A Novel of the Mexican War,JEFFREY M. SHAARA,Ballantine Books,,Gone for Soldiers : A Novel of the Mexican War JEFFREY M. SHAARA Ballantine Books 
786840129,Angels in the Outfield,Jordan Horowitz,Disney Pr (Jp),,Angels in the Outfield Jordan Horowitz Disney Pr (Jp) 
768907357,"Arco Master the Ap Biology Test 2002 (Master the Ap Biology Test, 4th ed)",Arco,ARCO,,"Arco Master the Ap Biology Test 2002 (Master the Ap Biology Test, 4th ed) Arco ARCO "
439376122,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2 : Revenge of the Ridiculous Robo-boogers (Captain Underpants)",Dav Pilkey,Blue Sky Press,,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2 : Revenge of the Ridiculous Robo-boogers (Captain Underpants) Dav Pilkey Blue Sky Press "
158663061X,'N Sync,Lexi Martin,MetroBooks (NY),,'N Sync Lexi Martin MetroBooks (NY) 
671023225,The Einstein Papers,Craig Dirgo,Pocket,,The Einstein Papers Craig Dirgo Pocket 
380017806,Voyage: A Novel of 1896,Sterling Hayden,Avon,,Voyage: A Novel of 1896 Sterling Hayden Avon 
809243261,Roadside Hollywood,Jack Barth,McGraw-Hill,,Roadside Hollywood Jack Barth McGraw-Hill 
61073571,The Making of C S Forester's Horatio Hornblower,Tom McGregor,Perennial Currents,,The Making of C S Forester's Horatio Hornblower Tom McGregor Perennial Currents 
451184106,StarGate: A Novel,Dean Devlin,Signet Book,,StarGate: A Novel Dean Devlin Signet Book 
449212688,Enquiry,Dick Francis,Fawcett Books,,Enquiry Dick Francis Fawcett Books 
671537253,The Secret Path (SPOOKSVILLE),Christopher Pike,Aladdin,,The Secret Path (SPOOKSVILLE) Christopher Pike Aladdin 
671011545,HOT ROCK SHELBY WOO 3 (Mystery Files of Shelby Woo),John Peel,Aladdin,,HOT ROCK SHELBY WOO 3 (Mystery Files of Shelby Woo) John Peel Aladdin 
380728850,The True Confessions of Charlotte Doyle,Avi,HarperTrophy,,The True Confessions of Charlotte Doyle Avi HarperTrophy 
553542109,Treasure Hunt,Jay Leibold,Bantam Doubleday Dell Publishing Group,,Treasure Hunt Jay Leibold Bantam Doubleday Dell Publishing Group 
812507894,Devil-May-Care,Elizabeth Peters,Tor Books (Mm),,Devil-May-Care Elizabeth Peters Tor Books (Mm) 
689718861,"LIGHTS CAMERA ACTION! (SAVED BY THE BELL THE NEW CLASS #6) (Saved By the Bell : the New Class, No 6)",Beth Cruise,Aladdin,,"LIGHTS CAMERA ACTION! (SAVED BY THE BELL THE NEW CLASS #6) (Saved By the Bell : the New Class, No 6) Beth Cruise Aladdin "
439230195,"Shetland in the Shed (Animal Ark, 20)",Ben M. Baglio,Scholastic,,"Shetland in the Shed (Animal Ark, 20) Ben M. Baglio Scholastic "
590481126,Witches Don't Do Backflips (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,Scholastic,,Witches Don't Do Backflips (Adventures of the Bailey School Kids (Paperback)) Debbie Dadey Scholastic 
316140023,Dirt Bike Runaway (Matt Christopher Sports Classics),Matthew F Christopher,"Little, Brown",,"Dirt Bike Runaway (Matt Christopher Sports Classics) Matthew F Christopher Little, Brown "
316135070,In the Goal With ... Briana Scurry (Matt Christopher Sports Biographies),Matt Christopher,"Little, Brown",,"In the Goal With ... Briana Scurry (Matt Christopher Sports Biographies) Matt Christopher Little, Brown "
316142328,Win Strk Schol: Lisa PB,Matt Christopher,Little Brown and Company,,Win Strk Schol: Lisa PB Matt Christopher Little Brown and Company 
843103914,Wee Sing and Play Book,Pamela Conn Beall,Price Stern Sloan,,Wee Sing and Play Book Pamela Conn Beall Price Stern Sloan 
843127600,Wee Sing Fun 'n' Folk Book,Pamela Conn Beall,Price Stern Sloan,,Wee Sing Fun 'n' Folk Book Pamela Conn Beall Price Stern Sloan 
1575664720,Watchdog (Melanie Travis Mystery),Laurien Berenson,Kensington Publishing Corporation,,Watchdog (Melanie Travis Mystery) Laurien Berenson Kensington Publishing Corporation 
345344669,Little Boy Book,Sheila Moore,Ballantine Books,,Little Boy Book Sheila Moore Ballantine Books 
440404207,BABE THE GALLANT PIG,DICK KING-SMITH,Yearling,,BABE THE GALLANT PIG DICK KING-SMITH Yearling 
671872656,The RETURN (REMEMBER ME 2) : THE RETURN,Christopher Pike,Simon Pulse,,The RETURN (REMEMBER ME 2) : THE RETURN Christopher Pike Simon Pulse 
345334817,1000 Knock Knock Jokes for Kids,Michael Kilgarriff,Ballantine Books,,1000 Knock Knock Jokes for Kids Michael Kilgarriff Ballantine Books 
671676873,The OVERNIGHT FEAR STREET (Fear Street Series),R.L. Stine,Simon Pulse,,The OVERNIGHT FEAR STREET (Fear Street Series) R.L. Stine Simon Pulse 
671687816,LAST ACT,Christopher Pike,Simon Pulse,,LAST ACT Christopher Pike Simon Pulse 
394585585,Deadline: A Memoir,James Reston,Random House Inc,,Deadline: A Memoir James Reston Random House Inc 
871562332,Beyond Cape Horn: Travels in the Antarctic,CHARLES NEIDER,"Random House, Inc.",,"Beyond Cape Horn: Travels in the Antarctic CHARLES NEIDER Random House, Inc. "
082020093X,Don't step on it--it might be a writer;: Reminiscences of a literary agent,Donald MacCampbell,Sherbourne Press,,Don't step on it--it might be a writer;: Reminiscences of a literary agent Donald MacCampbell Sherbourne Press 
067162251X,The News at Any Cost: How Journalists Compromise Their Ethics to Shape the News,Tom Goldstein,Simon &amp; Schuster,,The News at Any Cost: How Journalists Compromise Their Ethics to Shape the News Tom Goldstein Simon &amp; Schuster 
61098620,"Sharpe's Trafalgar : Richard Sharpe and the Battle of Trafalgar, October 21, 1805",Bernard Cornwell,Perennial,,"Sharpe's Trafalgar : Richard Sharpe and the Battle of Trafalgar, October 21, 1805 Bernard Cornwell Perennial "
931378028,"Earthquakes and Young Volcanoes Along the Eastern Sierra: At Mammoth Lakes, 1980, Lone Pine 1872, Inyo and Mono Craters",Charles Dean Rinehart,Natl Book Network,,"Earthquakes and Young Volcanoes Along the Eastern Sierra: At Mammoth Lakes, 1980, Lone Pine 1872, Inyo and Mono Craters Charles Dean Rinehart Natl Book Network "
931432219,Anybody Can Write: A Playful Approach,Jean Bryant,Pub Group West,,Anybody Can Write: A Playful Approach Jean Bryant Pub Group West 
879803525,Starting Soccer: A Handbook for Boys and Girls,"Edward F., Jr. Dolan",Wilshire Book Company,,"Starting Soccer: A Handbook for Boys and Girls Edward F., Jr. Dolan Wilshire Book Company "
737300329,Extreme Sports Almanac,Dan Koeppel,Lowell House Juvenile,,Extreme Sports Almanac Dan Koeppel Lowell House Juvenile 
440436834,Homesick: My Own Story,Jean Fritz,Yearling Books,,Homesick: My Own Story Jean Fritz Yearling Books 
553283316,Going Within: A Guide for Inner Transformation,Shirley MacLaine,Bantam Books,,Going Within: A Guide for Inner Transformation Shirley MacLaine Bantam Books 
807553417,"The Mystery at the Ballpark (Boxcar Children Special (Paper), No 4)",Gertrude Chandler Warner,Albert Whitman &amp; Company,,"The Mystery at the Ballpark (Boxcar Children Special (Paper), No 4) Gertrude Chandler Warner Albert Whitman &amp; Company "
310382610,"Double-Crossed in Gator Country (Eric Sterling, Secret Agent, Book 2)",Ernest Herndon,Zondervan (J),,"Double-Crossed in Gator Country (Eric Sterling, Secret Agent, Book 2) Ernest Herndon Zondervan (J) "
806982217,Merlin Book of Logic Puzzles,Margaret C. Edmiston,Sterling Pub (J),,Merlin Book of Logic Puzzles Margaret C. Edmiston Sterling Pub (J) 
689840152,Tea at the Treedome (Spongebob Squarepants),Terry Collins,Simon Spotlight,,Tea at the Treedome (Spongebob Squarepants) Terry Collins Simon Spotlight 
316130281,Make the Team: Swimming/Diving : A Total Guide to Super Swimming and Diving,Charles Carson,Little Brown &amp; Co,,Make the Team: Swimming/Diving : A Total Guide to Super Swimming and Diving Charles Carson Little Brown &amp; Co 
64470660,Scorpions (rack),Walter Dean Myers,HarperTrophy,,Scorpions (rack) Walter Dean Myers HarperTrophy 
425143244,Hounded to Death,Melissa Cleary,Berkley Publishing Group,,Hounded to Death Melissa Cleary Berkley Publishing Group 
446400653,The Fala Factor,Stuart M. Kaminsky,Warner Books,,The Fala Factor Stuart M. Kaminsky Warner Books 
044922029X,The Bandersnatch,Mollie Hardwick,Fawcett Books,,The Bandersnatch Mollie Hardwick Fawcett Books 
671795201,A BODY TO DIE FOR : A BODY TO DIE FOR,Valerie Frankel,Pocket,,A BODY TO DIE FOR : A BODY TO DIE FOR Valerie Frankel Pocket 
515123463,Nerve,Dick Francis,Jove Books,,Nerve Dick Francis Jove Books 
671697897,"HONORABLE DEFENSE (CRISIS OF EMPIRE 1) (Crisis of Empire, No 1)",David Drake,Baen,,"HONORABLE DEFENSE (CRISIS OF EMPIRE 1) (Crisis of Empire, No 1) David Drake Baen "
330352830,A Little Yellow Dog,Walter Mosely,Pan Macmillan,,A Little Yellow Dog Walter Mosely Pan Macmillan 
425053806,Hobgoblin,John Coyne,Berkley Publishing Group,,Hobgoblin John Coyne Berkley Publishing Group 
425126765,Miss Seeton Cracks the Case,Hamilton Crane,Berkley Publishing Group,,Miss Seeton Cracks the Case Hamilton Crane Berkley Publishing Group 
425109291,Picture Miss Seeton,Heron Carvic,Berkley Publishing Group,,Picture Miss Seeton Heron Carvic Berkley Publishing Group 
307126862,Walt Disney's Snow White and the Seven Dwarfs (A Golden Look-Look Book),Teddy Slater Margulies,Random House Childrens Books,,Walt Disney's Snow White and the Seven Dwarfs (A Golden Look-Look Book) Teddy Slater Margulies Random House Childrens Books 
307301230,From Trash to Treasure (Sesame Street),Golden Books,Golden Books,,From Trash to Treasure (Sesame Street) Golden Books Golden Books 
679872442,The Berenstain Bears in the Freaky Funhouse (A Big Chapter Books),Stan Berenstain,Random House Children's Books,,The Berenstain Bears in the Freaky Funhouse (A Big Chapter Books) Stan Berenstain Random House Children's Books 
307045927,Walt Disney Productions' Mickey's Christmas Carol (Little Golden Book),Walt Disney Productions,Golden Press,,Walt Disney Productions' Mickey's Christmas Carol (Little Golden Book) Walt Disney Productions Golden Press 
307122689,Honey Rabbit (Sturdy Shape Book),Cyndy Szekeres,Golden Books,,Honey Rabbit (Sturdy Shape Book) Cyndy Szekeres Golden Books 
307987566,"Thank You, Pooh (Disney's Pooh)",Ronne Randall,Random House Childrens Books,,"Thank You, Pooh (Disney's Pooh) Ronne Randall Random House Childrens Books "
590762575,"The Suspicion (Animorphs , No 24)",K. A. Applegate,Scholastic,,"The Suspicion (Animorphs , No 24) K. A. Applegate Scholastic "
590469932,The Wizard of Oz: A Novelization,M. J. Carr,Scholastic Paperbacks (Mm),,The Wizard of Oz: A Novelization M. J. Carr Scholastic Paperbacks (Mm) 
671794922,DANCE TILL YOU DIE (NANCY DREW FILES 100) : DANCE TILL YOU DIE (Nancy Drew Files (Paperback)),Carolyn Keene,Simon Pulse,,DANCE TILL YOU DIE (NANCY DREW FILES 100) : DANCE TILL YOU DIE (Nancy Drew Files (Paperback)) Carolyn Keene Simon Pulse 
590494309,"The Warning (Animorphs, No. 16)",Katherine Applegate,Scholastic,,"The Warning (Animorphs, No. 16) Katherine Applegate Scholastic "
1570642702,The Hunchdog of Notre Dame (The Adventures of Wishbone #5),Michael Jan Friedman,Big Red Chair Books,,The Hunchdog of Notre Dame (The Adventures of Wishbone #5) Michael Jan Friedman Big Red Chair Books 
059044686X,The Magic School Bus Inside a Hurricane,Joanna Cole,Scholastic,,The Magic School Bus Inside a Hurricane Joanna Cole Scholastic 
590323008,Blind Colt,Glen Rounds,Scholastic Paperbacks (Mm),,Blind Colt Glen Rounds Scholastic Paperbacks (Mm) 
771041780,"Total Gretzky: The Magic, the Legend, the Numbers",Peter Gzowski,McClelland &amp; Stewart,,"Total Gretzky: The Magic, the Legend, the Numbers Peter Gzowski McClelland &amp; Stewart "
